DateFacturation_FK;Site_FK;Produit_FK;Client_FK;PrixCatalogue;Remise;CA;Marge;CoutDirectMatiere;CoutDirectMainOeuvre;CoutIndirect;Quantite;NumFacture
20220301;17;32;45;20181.00;2624.00;17557.00;4740.00;3845.00;6280.00;2692.00;31.00;F612
20220401;17;31;40;34554.00;5874.00;28680.00;7744.00;5862.00;9212.00;5862.00;78.00;F613
20220501;17;32;39;24180.00;5078.00;19102.00;4776.00;5157.00;7450.00;1719.00;60.00;F614
20220601;17;26;38;45024.00;6754.00;38270.00;14543.00;8542.00;12338.00;2847.00;96.00;F615
20220701;16;36;44;31275.00;3440.00;27835.00;7794.00;6413.00;9620.00;4008.00;45.00;F616
20220801;17;25;40;27528.00;4955.00;22573.00;7675.00;4916.00;5959.00;4023.00;74.00;F617
20220901;15;31;42;16184.00;809.00;15375.00;3075.00;4428.00;5166.00;2706.00;34.00;F618
20221001;18;26;38;17980.00;539.00;17441.00;6104.00;3061.00;4875.00;3401.00;31.00;F619
20221101;14;25;38;44100.00;7056.00;37044.00;13336.00;7349.00;12802.00;3557.00;98.00;F620
20221201;14;27;42;42244.00;2957.00;39287.00;14536.00;6683.00;13613.00;4455.00;59.00;F621
20210101;16;34;36;11284.00;2821.00;8463.00;3131.00;1440.00;2773.00;1119.00;52.00;F622
20210201;18;28;42;9996.00;2799.00;7197.00;1943.00;2102.00;2154.00;998.00;34.00;F623
20210301;17;31;44;55016.00;4401.00;50615.00;14172.00;11297.00;20408.00;4738.00;92.00;F624
20210401;16;33;44;43610.00;11339.00;32271.00;8068.00;9681.00;14522.00;0.00;70.00;F625
20210501;18;34;39;27196.00;6527.00;20669.00;7441.00;3968.00;5953.00;3307.00;52.00;F626
20210601;17;25;39;29790.00;6852.00;22938.00;7340.00;3900.00;9203.00;2495.00;45.00;F627
20210701;15;31;39;39235.00;5493.00;33742.00;10460.00;5821.00;9313.00;8148.00;59.00;F628
20210801;15;35;36;34504.00;3105.00;31399.00;10990.00;5306.00;10613.00;4490.00;76.00;F629
20210901;14;31;43;71736.00;6456.00;65280.00;16973.00;12560.00;23670.00;12077.00;98.00;F630
20211001;15;30;44;10050.00;1307.00;8743.00;2448.00;1574.00;3777.00;944.00;67.00;F631
20211101;15;32;37;64214.00;10916.00;53298.00;13325.00;14790.00;15989.00;9194.00;97.00;F632
20211201;14;32;36;38456.00;5768.00;32688.00;11768.00;5648.00;9205.00;6067.00;88.00;F633
20220101;14;34;43;45828.00;12832.00;32996.00;7259.00;9780.00;12354.00;3603.00;67.00;F634
20220201;18;29;43;33891.00;3389.00;30502.00;7626.00;5948.00;10065.00;6863.00;79.00;F635
20220301;16;32;36;7525.00;226.00;7299.00;1606.00;1594.00;3245.00;854.00;43.00;F636
20220401;18;30;42;55245.00;7734.00;47511.00;13303.00;8894.00;13683.00;11631.00;87.00;F637
20220501;18;24;41;21756.00;4569.00;17187.00;5156.00;3369.00;5534.00;3128.00;37.00;F638
20220601;15;27;37;58730.00;9397.00;49333.00;13320.00;14405.00;14405.00;7203.00;70.00;F639
20220701;15;34;44;14673.00;1027.00;13646.00;4640.00;2792.00;4773.00;1441.00;73.00;F640
20220801;16;35;38;36990.00;3329.00;33661.00;9762.00;8843.00;11711.00;3345.00;54.00;F641
20220901;15;27;38;20385.00;5708.00;14677.00;3816.00;3910.00;4779.00;2172.00;45.00;F642
20221001;17;33;43;11375.00;3071.00;8304.00;2906.00;1403.00;2753.00;1242.00;91.00;F643
20221101;16;31;43;10406.00;624.00;9782.00;2054.00;2473.00;3323.00;1932.00;43.00;F644
20221201;17;26;42;45180.00;11747.00;33433.00;12036.00;7275.00;10057.00;4065.00;90.00;F645
20210101;14;29;43;3848.00;1077.00;2771.00;887.00;471.00;829.00;584.00;37.00;F646
20210201;18;24;36;33120.00;4968.00;28152.00;10416.00;5498.00;8513.00;3725.00;96.00;F647
20210301;17;25;44;51604.00;2064.00;49540.00;12880.00;12098.00;15397.00;9165.00;97.00;F648
20210401;18;32;45;12600.00;2016.00;10584.00;3810.00;2100.00;2845.00;1829.00;42.00;F649
20210501;17;31;45;39936.00;4393.00;35543.00;7819.00;10812.00;15248.00;1664.00;52.00;F650
20210601;14;36;37;28140.00;3377.00;24763.00;8172.00;5973.00;9125.00;1493.00;60.00;F651
20210701;18;32;39;41958.00;3357.00;38601.00;8492.00;10538.00;17162.00;2409.00;81.00;F652
20210801;16;25;39;47380.00;13740.00;33640.00;12447.00;8265.00;11656.00;1272.00;92.00;F653
20210901;17;29;38;42784.00;9412.00;33372.00;11680.00;8026.00;9761.00;3905.00;56.00;F654
20211001;14;24;43;32130.00;1928.00;30202.00;10873.00;7538.00;7925.00;3866.00;54.00;F655
20211101;18;30;36;7770.00;1088.00;6682.00;2539.00;1326.00;1823.00;994.00;42.00;F656
20211201;14;34;37;57086.00;10275.00;46811.00;10767.00;13697.00;19464.00;2883.00;73.00;F657
20220101;18;29;39;6936.00;1942.00;4994.00;1898.00;898.00;1300.00;898.00;51.00;F658
20220201;18;30;40;68441.00;10266.00;58175.00;15707.00;11891.00;24207.00;6370.00;89.00;F659
20220301;17;24;43;30228.00;6348.00;23880.00;5970.00;6806.00;9313.00;1791.00;66.00;F660
20220401;16;33;45;16362.00;327.00;16035.00;5292.00;3115.00;5694.00;1934.00;54.00;F661
20220501;14;28;39;8892.00;267.00;8625.00;3278.00;2085.00;2994.00;268.00;76.00;F662
20220601;18;36;37;37015.00;2591.00;34424.00;8950.00;8661.00;15030.00;1783.00;55.00;F663
20220701;18;25;41;33160.00;2653.00;30507.00;8847.00;7364.00;9097.00;5199.00;40.00;F664
20220801;15;29;40;12782.00;767.00;12015.00;3725.00;2404.00;3565.00;2321.00;77.00;F665
20220901;15;35;44;35558.00;2133.00;33425.00;10028.00;8423.00;10997.00;3977.00;46.00;F666
20221001;15;29;36;19810.00;5943.00;13867.00;3744.00;3037.00;4150.00;2936.00;70.00;F667
20221101;17;33;39;25599.00;2304.00;23295.00;5591.00;5488.00;9029.00;3187.00;69.00;F668
20221201;15;34;38;5400.00;972.00;4428.00;1594.00;1105.00;1275.00;454.00;36.00;F669
20210101;16;31;38;19680.00;787.00;18893.00;5290.00;5305.00;6121.00;2177.00;60.00;F670
20210201;17;26;42;46968.00;3757.00;43211.00;10803.00;8750.00;18148.00;5510.00;57.00;F671
20210301;14;26;44;11739.00;2935.00;8804.00;2377.00;2185.00;3792.00;450.00;39.00;F672
20210401;18;36;44;50100.00;12525.00;37575.00;7515.00;8717.00;12024.00;9319.00;75.00;F673
20210501;14;32;45;18779.00;3756.00;15023.00;3756.00;4056.00;6648.00;563.00;89.00;F674
20210601;16;35;39;27246.00;7901.00;19345.00;7158.00;4753.00;5240.00;2194.00;57.00;F675
20210701;17;36;36;47894.00;9579.00;38315.00;9962.00;10774.00;14744.00;2835.00;77.00;F676
20210801;18;33;45;50902.00;1018.00;49884.00;17459.00;10376.00;18482.00;3567.00;62.00;F677
20210901;14;30;43;68400.00;15732.00;52668.00;11587.00;16432.00;18897.00;5752.00;90.00;F678
20211001;15;33;41;42194.00;10970.00;31224.00;9367.00;5464.00;12458.00;3935.00;73.00;F679
20211101;15;32;42;25500.00;3060.00;22440.00;5161.00;5011.00;10022.00;2246.00;68.00;F680
20211201;14;29;41;21432.00;1929.00;19503.00;7411.00;4716.00;6651.00;725.00;94.00;F681
20220101;17;24;38;30932.00;5568.00;25364.00;6848.00;6110.00;8703.00;3703.00;37.00;F682
20220201;14;30;36;22724.00;4999.00;17725.00;3900.00;4839.00;5945.00;3041.00;92.00;F683
20220301;16;27;40;46376.00;2319.00;44057.00;16742.00;10107.00;10926.00;6282.00;88.00;F684
20220401;15;25;41;25694.00;2056.00;23638.00;6855.00;4364.00;8727.00;3692.00;58.00;F685
20220501;14;32;40;6783.00;339.00;6444.00;1869.00;1190.00;2608.00;777.00;57.00;F686
20220601;14;27;39;23313.00;1865.00;21448.00;4933.00;4294.00;9579.00;2642.00;57.00;F687
20220701;16;36;41;9044.00;2261.00;6783.00;2578.00;1598.00;1850.00;757.00;34.00;F688
20220801;16;30;41;39943.00;5991.00;33952.00;7130.00;8315.00;13143.00;5364.00;59.00;F689
20220901;17;32;41;9310.00;2700.00;6610.00;2115.00;1663.00;2517.00;315.00;35.00;F690
20221001;16;26;43;32800.00;5904.00;26896.00;8876.00;5406.00;7388.00;5226.00;50.00;F691
20221101;15;34;37;34452.00;9647.00;24805.00;8682.00;4514.00;8384.00;3225.00;66.00;F692
20221201;15;25;43;47956.00;7673.00;40283.00;11682.00;7722.00;12012.00;8867.00;76.00;F693
20210101;14;28;41;33853.00;3724.00;30129.00;9641.00;7785.00;9220.00;3483.00;97.00;F694
20210201;15;30;38;43014.00;11614.00;31400.00;10990.00;7348.00;11634.00;1428.00;67.00;F695
20210301;16;27;42;6313.00;1136.00;5177.00;1967.00;867.00;1573.00;770.00;59.00;F696
20210401;16;36;45;32508.00;1300.00;31208.00;7178.00;6488.00;11294.00;6248.00;42.00;F697
20210501;18;34;36;21040.00;5470.00;15570.00;5761.00;3727.00;4610.00;1472.00;40.00;F698
20210601;16;30;45;21204.00;5725.00;15479.00;4489.00;3077.00;4836.00;3077.00;57.00;F699
20210701;17;27;38;41726.00;7511.00;34215.00;7185.00;8650.00;10812.00;7568.00;62.00;F700
20210801;17;35;38;8364.00;1673.00;6691.00;1539.00;1906.00;2782.00;464.00;34.00;F701
20210901;14;35;45;65184.00;4563.00;60621.00;18186.00;16974.00;25037.00;424.00;96.00;F702
20211001;15;25;36;32097.00;8345.00;23752.00;4988.00;6567.00;9757.00;2440.00;39.00;F703
20211101;16;35;38;14700.00;735.00;13965.00;4608.00;3181.00;4304.00;1872.00;60.00;F704
20211201;16;34;42;6851.00;1644.00;5207.00;1510.00;1368.00;1812.00;517.00;31.00;F705
20220101;18;29;41;10672.00;2348.00;8324.00;2497.00;1632.00;2680.00;1515.00;46.00;F706
20220201;14;33;44;18843.00;754.00;18089.00;5427.00;4812.00;6331.00;1519.00;33.00;F707
20220301;14;36;40;13330.00;1866.00;11464.00;2637.00;2383.00;3796.00;2648.00;86.00;F708
20220401;16;34;45;13632.00;1227.00;12405.00;3970.00;2446.00;4724.00;1265.00;64.00;F709
20220501;17;31;37;18722.00;4681.00;14041.00;4634.00;3481.00;5080.00;846.00;37.00;F710
20220601;15;33;41;19366.00;2905.00;16461.00;5761.00;3531.00;5564.00;1605.00;46.00;F711
20220701;17;28;39;21120.00;1267.00;19853.00;4566.00;5656.00;9019.00;612.00;88.00;F712
20220801;14;32;41;34689.00;2081.00;32608.00;8152.00;8315.00;11250.00;4891.00;93.00;F713
20220901;15;26;42;32136.00;2250.00;29886.00;10759.00;5356.00;9181.00;4590.00;52.00;F714
20221001;14;31;36;25542.00;6641.00;18901.00;6804.00;3750.00;6774.00;1573.00;99.00;F715
20221101;18;34;36;69078.00;3454.00;65624.00;20343.00;11773.00;24905.00;8603.00;87.00;F716
20221201;18;24;37;49662.00;13905.00;35757.00;9297.00;8732.00;12965.00;4763.00;62.00;F717
20210101;17;35;39;30160.00;3619.00;26541.00;7431.00;6497.00;8217.00;4396.00;40.00;F718
20210201;15;24;40;42790.00;6419.00;36371.00;8002.00;8227.00;13901.00;6241.00;55.00;F719
20210301;15;31;40;19800.00;5742.00;14058.00;4780.00;2320.00;4268.00;2690.00;100.00;F720
20210401;16;29;41;15162.00;1061.00;14101.00;5076.00;2978.00;4783.00;1264.00;57.00;F721
20210501;16;29;38;12090.00;2418.00;9672.00;3192.00;1750.00;3694.00;1036.00;62.00;F722
20210601;16;35;39;51480.00;1544.00;49936.00;16479.00;12379.00;14721.00;6357.00;88.00;F723
20210701;14;33;40;56749.00;3405.00;53344.00;16537.00;13987.00;18404.00;4416.00;77.00;F724
20210801;17;25;36;79200.00;18216.00;60984.00;19515.00;11611.00;21564.00;8294.00;96.00;F725
20210901;16;29;42;62914.00;9437.00;53477.00;17113.00;13455.00;16000.00;6909.00;83.00;F726
20211001;14;31;40;25991.00;5458.00;20533.00;5749.00;5322.00;6209.00;3253.00;47.00;F727
20211101;18;32;44;37471.00;7494.00;29977.00;6595.00;7950.00;11925.00;3507.00;53.00;F728
20211201;17;25;36;67221.00;6722.00;60499.00;18150.00;11011.00;20751.00;10587.00;97.00;F729
20220101;14;35;44;23672.00;1894.00;21778.00;8276.00;3916.00;6751.00;2835.00;44.00;F730
20220201;16;34;42;38710.00;3484.00;35226.00;10920.00;6806.00;10695.00;6805.00;98.00;F731
20220301;14;34;40;51018.00;13775.00;37243.00;11918.00;6838.00;12409.00;6078.00;66.00;F732
20220401;16;34;40;18308.00;4211.00;14097.00;3242.00;2822.00;5102.00;2931.00;92.00;F733
20220501;16;28;37;25245.00;3029.00;22216.00;8442.00;3994.00;7162.00;2618.00;33.00;F734
20220601;15;29;39;24120.00;7236.00;16884.00;4559.00;4684.00;5916.00;1725.00;72.00;F735
20220701;17;26;43;14514.00;581.00;13933.00;3901.00;2608.00;4815.00;2609.00;82.00;F736
20220801;18;26;45;31494.00;5669.00;25825.00;5682.00;5841.00;12086.00;2216.00;58.00;F737
20220901;18;31;42;84100.00;10933.00;73167.00;19755.00;16558.00;21899.00;14955.00;100.00;F738
20221001;18;26;43;46480.00;9296.00;37184.00;11527.00;8723.00;11546.00;5388.00;80.00;F739
20221101;14;26;41;39258.00;8637.00;30621.00;7043.00;6602.00;10610.00;6366.00;54.00;F740
20221201;16;31;40;18693.00;3365.00;15328.00;4445.00;2721.00;5006.00;3156.00;67.00;F741
20210101;16;34;39;32700.00;6213.00;26487.00;6357.00;5234.00;11675.00;3221.00;100.00;F742
20210201;14;33;39;42129.00;10532.00;31597.00;11059.00;7394.00;9447.00;3697.00;93.00;F743
20210301;15;29;37;15184.00;3189.00;11995.00;3119.00;3284.00;4793.00;799.00;52.00;F744
20210401;14;27;40;4902.00;833.00;4069.00;854.00;1061.00;1575.00;579.00;38.00;F745
20210501;17;26;42;18192.00;4912.00;13280.00;3453.00;2752.00;3931.00;3144.00;48.00;F746
20210601;15;26;45;37995.00;3420.00;34575.00;8644.00;8817.00;15040.00;2074.00;51.00;F747
20210701;16;26;44;53890.00;14550.00;39340.00;12982.00;10280.00;14233.00;1845.00;85.00;F748
20210801;16;36;38;45790.00;6411.00;39379.00;12207.00;8695.00;15488.00;2989.00;95.00;F749
20210901;15;32;36;9982.00;1597.00;8385.00;3186.00;1404.00;2236.00;1559.00;46.00;F750
20211001;18;28;44;10384.00;1246.00;9138.00;1919.00;2671.00;3754.00;794.00;88.00;F751
20211101;17;33;43;23779.00;1665.00;22114.00;8182.00;4598.00;5851.00;3483.00;43.00;F752
20211201;15;34;39;7515.00;977.00;6538.00;1438.00;1734.00;2907.00;459.00;45.00;F753
20220101;14;31;37;6401.00;1024.00;5377.00;1452.00;1138.00;2120.00;667.00;37.00;F754
20220201;17;36;37;34632.00;3810.00;30822.00;11096.00;5523.00;11047.00;3156.00;52.00;F755
20220301;16;25;38;17933.00;1973.00;15960.00;5107.00;2822.00;5318.00;2713.00;79.00;F756
20220401;15;32;36;12896.00;2579.00;10317.00;2992.00;2491.00;3956.00;878.00;62.00;F757
20220501;16;31;44;41514.00;6642.00;34872.00;8718.00;7846.00;10723.00;7585.00;66.00;F758
20220601;18;36;39;13631.00;2863.00;10768.00;2907.00;3144.00;4402.00;315.00;43.00;F759
20220701;18;28;37;27887.00;4741.00;23146.00;6481.00;5499.00;7999.00;3167.00;79.00;F760
20220801;14;26;45;30157.00;6936.00;23221.00;7431.00;5369.00;8369.00;2052.00;53.00;F761
20220901;15;34;43;19241.00;2117.00;17124.00;5993.00;3339.00;4675.00;3117.00;71.00;F762
20221001;16;31;36;17776.00;1955.00;15821.00;3955.00;4153.00;4746.00;2967.00;88.00;F763
20221101;16;32;38;60152.00;11429.00;48723.00;12668.00;14061.00;19470.00;2524.00;73.00;F764
20221201;15;24;42;13671.00;2461.00;11210.00;3811.00;1850.00;3700.00;1849.00;63.00;F765
20210101;15;33;41;18576.00;1115.00;17461.00;3841.00;3814.00;5993.00;3813.00;36.00;F766
20210201;18;30;43;38822.00;2718.00;36104.00;12275.00;9532.00;10246.00;4051.00;59.00;F767
20210301;17;36;44;38222.00;5351.00;32871.00;7232.00;10256.00;11794.00;3589.00;58.00;F768
20210401;14;34;40;13112.00;3409.00;9703.00;3396.00;2271.00;3532.00;504.00;88.00;F769
20210501;18;27;36;62550.00;9383.00;53167.00;13823.00;15344.00;19672.00;4328.00;90.00;F770
20210601;17;35;36;25326.00;7598.00;17728.00;4964.00;4340.00;7531.00;893.00;54.00;F771
20210701;18;26;41;12771.00;511.00;12260.00;2452.00;3139.00;5296.00;1373.00;33.00;F772
20210801;15;36;36;16184.00;4370.00;11814.00;3426.00;2433.00;4026.00;1929.00;68.00;F773
20210901;15;31;36;32205.00;8695.00;23510.00;5407.00;5069.00;9052.00;3982.00;57.00;F774
20211001;18;32;37;60912.00;6091.00;54821.00;19187.00;9978.00;20668.00;4988.00;94.00;F775
20211101;14;28;36;36260.00;7252.00;29008.00;6672.00;6031.00;8934.00;7371.00;70.00;F776
20211201;18;27;45;17010.00;2722.00;14288.00;3858.00;4068.00;4589.00;1773.00;54.00;F777
20220101;16;29;44;23562.00;5655.00;17907.00;5909.00;3239.00;6959.00;1800.00;77.00;F778
20220201;15;28;37;57375.00;14918.00;42457.00;13162.00;11132.00;14062.00;4101.00;85.00;F779
20220301;17;28;44;15250.00;2593.00;12657.00;4683.00;2711.00;3269.00;1994.00;50.00;F780
20220401;18;33;41;8320.00;1165.00;7155.00;2290.00;1800.00;2481.00;584.00;52.00;F781
20220501;17;27;40;72295.00;7230.00;65065.00;24725.00;15329.00;20170.00;4841.00;95.00;F782
20220601;18;34;43;27265.00;1091.00;26174.00;6020.00;6852.00;10682.00;2620.00;95.00;F783
20220701;14;27;38;47296.00;13243.00;34053.00;12600.00;6650.00;9654.00;5149.00;64.00;F784
20220801;14;27;41;37812.00;4159.00;33653.00;12788.00;7720.00;11684.00;1461.00;46.00;F785
20220901;16;25;39;34713.00;9720.00;24993.00;7998.00;5268.00;9347.00;2380.00;57.00;F786
20221001;16;32;40;9555.00;1051.00;8504.00;1701.00;1905.00;2721.00;2177.00;65.00;F787
20221101;16;24;38;22572.00;1129.00;21443.00;5575.00;3967.00;9362.00;2539.00;44.00;F788
20221201;16;27;44;35441.00;7443.00;27998.00;10639.00;6596.00;9721.00;1042.00;83.00;F789
20210101;14;26;38;35629.00;10689.00;24940.00;6484.00;7382.00;9228.00;1846.00;79.00;F790
20210201;17;34;36;53244.00;13843.00;39401.00;14184.00;7565.00;14626.00;3026.00;68.00;F791
20210301;15;34;38;46112.00;5995.00;40117.00;10832.00;10250.00;16985.00;2050.00;88.00;F792
20210401;16;34;41;10535.00;1686.00;8849.00;2566.00;2388.00;3518.00;377.00;35.00;F793
20210501;15;35;38;6579.00;1842.00;4737.00;1090.00;1094.00;2006.00;547.00;51.00;F794
20210601;15;26;43;17355.00;868.00;16487.00;4781.00;3512.00;5385.00;2809.00;65.00;F795
20210701;17;31;40;20328.00;4269.00;16059.00;4336.00;4338.00;4806.00;2579.00;88.00;F796
20210801;17;24;36;54320.00;7605.00;46715.00;16350.00;7895.00;12146.00;10324.00;70.00;F797
20210901;16;36;38;30832.00;4316.00;26516.00;5834.00;5791.00;11996.00;2895.00;94.00;F798
20211001;17;28;45;15520.00;4035.00;11485.00;3331.00;2120.00;3588.00;2446.00;97.00;F799
20211101;17;26;42;47034.00;7055.00;39979.00;13993.00;6756.00;14812.00;4418.00;78.00;F800
20211201;16;30;42;29962.00;8989.00;20973.00;6292.00;5726.00;6019.00;2936.00;71.00;F801
20220101;18;33;43;54457.00;2178.00;52279.00;12547.00;15495.00;22250.00;1987.00;71.00;F802
20220201;14;25;36;34592.00;6572.00;28020.00;10367.00;4590.00;9003.00;4060.00;47.00;F803
20220301;15;28;45;47850.00;3828.00;44022.00;10125.00;9152.00;17626.00;7119.00;58.00;F804
20220401;16;27;38;31746.00;7302.00;24444.00;8555.00;5879.00;9533.00;477.00;66.00;F805
20220501;16;25;40;50949.00;6623.00;44326.00;13298.00;12411.00;14583.00;4034.00;81.00;F806
20220601;15;30;36;19488.00;4092.00;15396.00;5389.00;3202.00;4203.00;2602.00;56.00;F807
20220701;16;30;39;63840.00;17237.00;46603.00;12583.00;8845.00;13948.00;11227.00;96.00;F808
20220801;14;36;44;41385.00;7449.00;33936.00;11878.00;6176.00;10147.00;5735.00;89.00;F809
20220901;15;36;45;25272.00;6571.00;18701.00;5984.00;3179.00;6104.00;3434.00;72.00;F810
20221001;16;36;37;29900.00;2990.00;26910.00;6189.00;6216.00;10775.00;3730.00;100.00;F811
20221101;15;33;45;25346.00;1014.00;24332.00;5840.00;6657.00;10540.00;1295.00;38.00;F812
20221201;18;27;45;31410.00;628.00;30782.00;8003.00;8428.00;10478.00;3873.00;45.00;F813
20210101;15;31;44;47946.00;13425.00;34521.00;12773.00;7829.00;13049.00;870.00;61.00;F814
20210201;18;31;38;56628.00;5097.00;51531.00;10822.00;15877.00;19947.00;4885.00;99.00;F815
20210301;14;35;43;14162.00;1558.00;12604.00;4159.00;2534.00;3716.00;2195.00;97.00;F816
20210401;18;34;42;51129.00;8181.00;42948.00;14602.00;9921.00;16724.00;1701.00;69.00;F817
20210501;16;28;45;35266.00;5643.00;29623.00;8294.00;7039.00;10238.00;4052.00;77.00;F818
20210601;18;31;38;33390.00;1670.00;31720.00;8247.00;8685.00;9389.00;5399.00;90.00;F819
20210701;16;29;44;24158.00;5315.00;18843.00;4711.00;5370.00;8197.00;565.00;47.00;F820
20210801;17;24;36;32568.00;4885.00;27683.00;6090.00;7126.00;12956.00;1511.00;59.00;F821
20210901;14;33;43;69730.00;11854.00;57876.00;16784.00;14793.00;21779.00;4520.00;95.00;F822
20211001;15;33;38;10703.00;963.00;9740.00;3604.00;2454.00;3436.00;246.00;77.00;F823
20211101;16;27;38;29797.00;3874.00;25923.00;6222.00;7683.00;7880.00;4138.00;83.00;F824
20211201;18;33;44;30400.00;7600.00;22800.00;7524.00;4430.00;8555.00;2291.00;50.00;F825
20220101;15;34;43;7956.00;1353.00;6603.00;1981.00;1849.00;2635.00;138.00;52.00;F826
20220201;14;36;43;18112.00;4347.00;13765.00;4542.00;2951.00;4335.00;1937.00;32.00;F827
20220301;16;34;40;17775.00;2666.00;15109.00;4231.00;3807.00;6418.00;653.00;79.00;F828
20220401;16;30;45;60043.00;4203.00;55840.00;18427.00;13843.00;22448.00;1122.00;97.00;F829
20220501;14;24;45;30051.00;3306.00;26745.00;9628.00;6676.00;9243.00;1198.00;63.00;F830
20220601;15;28;41;10458.00;1255.00;9203.00;3497.00;2282.00;3309.00;115.00;63.00;F831
20220701;15;35;39;7965.00;1035.00;6930.00;2633.00;1332.00;2492.00;473.00;45.00;F832
20220801;16;33;43;66616.00;11325.00;55291.00;17140.00;12590.00;19457.00;6104.00;88.00;F833
20220901;14;30;44;53438.00;7481.00;45957.00;16545.00;10882.00;15882.00;2648.00;77.00;F834
20210101;15;34;36;23664.00;5443.00;18221.00;4009.00;4264.00;8101.00;1847.00;34.00;F835
20210201;16;24;43;13279.00;3718.00;9561.00;1912.00;2830.00;4207.00;612.00;49.00;F836
20210301;16;27;45;66836.00;11362.00;55474.00;12204.00;16010.00;22068.00;5192.00;98.00;F837
20210401;14;24;40;23903.00;2390.00;21513.00;5163.00;5069.00;7031.00;4250.00;41.00;F838
20210501;15;27;39;27864.00;836.00;27028.00;5406.00;5406.00;11243.00;4973.00;36.00;F839
20210601;18;30;37;4416.00;1016.00;3400.00;714.00;698.00;1424.00;564.00;32.00;F840
20210701;17;29;39;29072.00;4361.00;24711.00;7413.00;5881.00;9168.00;2249.00;46.00;F841
20210801;16;27;44;23154.00;5325.00;17829.00;6240.00;3708.00;6374.00;1507.00;51.00;F842
20210901;17;33;39;47376.00;2843.00;44533.00;8907.00;13182.00;14607.00;7837.00;63.00;F843
20211001;16;31;40;76167.00;13710.00;62457.00;16863.00;12766.00;25077.00;7751.00;93.00;F844
20211101;17;28;43;10164.00;1830.00;8334.00;2917.00;1571.00;3034.00;812.00;77.00;F845
20211201;14;30;41;56056.00;12332.00;43724.00;15303.00;10800.00;16484.00;1137.00;88.00;F846
20220101;17;31;40;15092.00;302.00;14790.00;3254.00;4499.00;5537.00;1500.00;49.00;F847
20220201;18;32;45;55484.00;4994.00;50490.00;14137.00;10179.00;20721.00;5453.00;97.00;F848
20220301;16;33;39;56169.00;16289.00;39880.00;11964.00;9212.00;15354.00;3350.00;79.00;F849
20220401;14;33;42;23256.00;1395.00;21861.00;5465.00;6558.00;7706.00;2132.00;57.00;F850
20220501;17;29;37;42042.00;6306.00;35736.00;11436.00;9720.00;10449.00;4131.00;98.00;F851
20220601;18;28;36;51617.00;1549.00;50068.00;11015.00;12497.00;18745.00;7811.00;71.00;F852
20220701;17;33;38;20130.00;1007.00;19123.00;6693.00;3978.00;5221.00;3231.00;66.00;F853
20220801;14;27;39;17724.00;4431.00;13293.00;2659.00;2765.00;5955.00;1914.00;84.00;F854
20220901;15;34;45;6660.00;200.00;6460.00;2067.00;1318.00;2548.00;527.00;37.00;F855
20221001;16;25;36;38871.00;9329.00;29542.00;9453.00;5826.00;8638.00;5625.00;63.00;F856
20221101;18;30;44;16448.00;2961.00;13487.00;2697.00;3453.00;6150.00;1187.00;64.00;F857
20221201;15;24;41;13806.00;3590.00;10216.00;3576.00;2656.00;3187.00;797.00;59.00;F858
20210101;18;25;44;36835.00;5525.00;31310.00;9393.00;8109.00;10301.00;3507.00;53.00;F859
20210201;15;32;42;13250.00;795.00;12455.00;4235.00;2795.00;4439.00;986.00;53.00;F860
20210301;18;31;39;43092.00;10342.00;32750.00;11463.00;6599.00;9366.00;5322.00;54.00;F861
20210401;18;25;38;8928.00;2321.00;6607.00;2445.00;1540.00;2372.00;250.00;62.00;F862
20210501;18;27;37;21216.00;2970.00;18246.00;6933.00;3055.00;5770.00;2488.00;51.00;F863
20210601;15;26;41;10478.00;1676.00;8802.00;2024.00;1762.00;3186.00;1830.00;31.00;F864
20210701;18;25;45;26840.00;1342.00;25498.00;9179.00;4896.00;6854.00;4569.00;44.00;F865
20210801;16;25;37;37344.00;7095.00;30249.00;6957.00;7221.00;10947.00;5124.00;48.00;F866
20210901;16;34;40;23680.00;6867.00;16813.00;3363.00;4842.00;6725.00;1883.00;32.00;F867
20211001;17;26;45;11036.00;3090.00;7946.00;2861.00;1424.00;2593.00;1068.00;89.00;F868
20211101;16;25;36;30256.00;7867.00;22389.00;6717.00;6112.00;7993.00;1567.00;61.00;F869
20211201;16;27;41;43160.00;7769.00;35391.00;7432.00;8108.00;13141.00;6710.00;52.00;F870
20220101;15;32;38;17100.00;4959.00;12141.00;2671.00;3315.00;4924.00;1231.00;60.00;F871
20220201;17;26;42;15984.00;3836.00;12148.00;4252.00;3158.00;3316.00;1422.00;74.00;F872
20220301;14;32;37;15652.00;2817.00;12835.00;3337.00;3324.00;5034.00;1140.00;86.00;F873
20220401;14;25;44;20459.00;1637.00;18822.00;6776.00;3734.00;5541.00;2771.00;41.00;F874
20220501;16;34;40;44968.00;13041.00;31927.00;9897.00;5948.00;10134.00;5948.00;88.00;F875
20220601;17;26;44;23607.00;4721.00;18886.00;6610.00;4051.00;6997.00;1228.00;43.00;F876
20220701;14;30;42;17790.00;890.00;16900.00;3887.00;5205.00;5465.00;2343.00;30.00;F877
20220801;17;28;38;56727.00;5673.00;51054.00;11742.00;11400.00;20442.00;7470.00;99.00;F878
20220901;17;24;36;41554.00;10389.00;31165.00;7480.00;8527.00;13264.00;1894.00;79.00;F879
20221001;14;27;41;10374.00;415.00;9959.00;3087.00;2474.00;3436.00;962.00;78.00;F880
